baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	228.401397851257	-0.294993958294314	0.353150312048387	-0.825655606708577	0.408999481728892	1
ENSMUSG00000000003	653.032825326497	0.164923068927182	0.66853634547302	1.69532999692169	0.0900128373990336	1
ENSMUSG00000000031	98.9166188084685	0.0858228940735521	0.659962401881802	-0.0565952137829856	0.954867647283694	1
ENSMUSG00000000056	37.6747108382414	0.428358420997868	0.535470938655008	0.785884139746621	0.431935367103384	1
ENSMUSG00000000058	293.143729921853	0.414501651030556	0.358851747460694	1.18633377057346	0.235490515215351	1
ENSMUSG00000000078	3136.24057124365	0.127104163616366	0.300084844330599	0.420616347831276	0.674035254285965	1
ENSMUSG00000000085	174.618405413278	-0.352865340069806	0.387833665207943	-0.913967853554678	0.360733737482222	1
ENSMUSG00000000088	50.270778246129	-0.116826401562254	0.493611238339589	-0.206055011437609	0.836747940278089	1
ENSMUSG00000000093	61.2529416857155	-0.13312018026126	0.452901587587858	-0.292720822903685	0.76973555233871	1
ENSMUSG00000000120	129.966289045601	0.543078259276788	0.430035290160013	1.26597783797643	0.205521016790051	1
ENSMUSG00000000126	9.1875138921782	-0.710071777444897	0.660293337024167	-1.16975741823906	0.242098604166926	1
ENSMUSG00000000127	62.2031342100907	-0.319053136322044	0.464463349449779	-0.688395772301721	0.491203585419556	1
ENSMUSG00000000131	234.170511650251	-0.262734626730727	0.3492626556017	-0.748365630557888	0.454239647486149	1
ENSMUSG00000000134	90.5286016460007	0.013936483338659	0.405693567437135	0.0338025664571775	0.973034589379765	1
ENSMUSG00000000142	70.4582616978739	-0.113885068499445	0.434772040189044	-0.26961076800185	0.78745971536424	1
ENSMUSG00000000148	12.3679744935563	-0.379530411397653	0.647903842052421	-0.588992136644229	0.555866548530958	1
ENSMUSG00000000149	106.837067327899	-0.0220113383574525	0.398414080342281	-0.0637640596735753	0.949158096221887	1
ENSMUSG00000000159	12.2941640297135	-0.702875532989875	0.662567308623503	-1.19451009841905	0.232278492881482	1
ENSMUSG00000000168	47.2492263531291	0.0374714500091567	0.488886927282775	0.0830678928357585	0.933797555391665	1
ENSMUSG00000000171	36.3332421563869	0.146335923331815	0.522671056953098	0.297220688404036	0.766298028110283	1
ENSMUSG00000000184	704.038875069943	-0.125368292541198	0.351652691524481	-0.351826599123609	0.72496830913129	1
ENSMUSG00000000194	102.840354113774	-0.308235233285136	0.420009784100989	-0.741434724626433	0.458429896446115	1
ENSMUSG00000000197	19.8025265972386	-0.0299749984041014	0.651824333210401	0.723887546237484	0.4691347762768	1
ENSMUSG00000000215	57.7872068100733	-0.493624352040298	0.362198963661315	-1.29990868967055	0.193632266473882	1
ENSMUSG00000000216	87.0370682524837	1.07735593948916	0.453095599711321	2.36677662682019	0.0179437590467381	1
ENSMUSG00000000253	9.40159165305123	-0.205958378608909	0.666285185141962	-0.305110818612599	0.760281751763652	1
ENSMUSG00000000266	102.775611685768	0.349965241776265	0.402061382824226	0.868834185140384	0.384937832102496	1
ENSMUSG00000000275	81.1250882343474	-0.334736279379297	0.413199429812465	-0.785557527904924	0.432126755043584	1
ENSMUSG00000000276	17.6760619986685	-1.0611801066174	0.617069694708088	-1.75485014020519	0.0792849445321062	1
ENSMUSG00000000278	55.5731004518187	-0.466141511534327	0.493905349984771	-0.916948279260283	0.359169743184298	1
ENSMUSG00000000282	97.1797484488653	0.0425372574190028	0.403814943901962	0.104066522614495	0.917116557654525	1
ENSMUSG00000000295	9.51281338516374	0.699869371117143	0.652804341852792	1.05422598999993	0.291779463627815	1
ENSMUSG00000000296	18.4332946583812	0.533684589222211	0.605157700876179	0.847300531859293	0.396827630279386	1
ENSMUSG00000000303	1781.24050982635	-0.0433782415795929	0.332661757340687	-0.173472856714946	0.86227976161473	1
ENSMUSG00000000320	12.9828311522465	-0.473322585679771	0.640235947514712	-0.744699012108688	0.456453696516862	1
ENSMUSG00000000325	92.8552066101777	0.255159433661937	0.464366461544506	0.562927077380174	0.57348454114816	1
ENSMUSG00000000326	98.3667452747837	0.226195235911489	0.431319829644383	0.524599990186375	0.599861293563984	1
ENSMUSG00000000339	21.5951610575517	-0.164862456180198	0.59218594288317	-0.242754546708055	0.80819554885803	1
ENSMUSG00000000340	53.3402532274181	0.614851029815911	0.530988847475927	1.34118959444303	0.179858903925556	1
ENSMUSG00000000346	273.099947841985	0.362071435922209	0.342433419757978	1.06051574845969	0.288910029237888	1
ENSMUSG00000000355	32.4521392652443	0.00667053147552723	0.542110737385981	-0.00142068597612024	0.998866456975219	1
ENSMUSG00000000374	228.843818032597	0.377390138800204	0.364269065103333	1.04198026692065	0.297420827844224	1
ENSMUSG00000000378	30.6142416622567	-0.670504598903281	0.549396760512682	-1.18365557367005	0.236549431860423	1
ENSMUSG00000000384	63.8019844020358	-0.381981976040176	0.469150712568347	-0.816920913786848	0.413973625241313	1
ENSMUSG00000000385	14.8347444477296	-0.00910767930214342	0.639582266504389	0.180025959103228	0.857132188715233	1
ENSMUSG00000000392	13.0098856107785	-1.40713023082908	0.661044229628522	-1.47137860123677	0.141188757162102	1
ENSMUSG00000000399	25.9342770366335	-0.25395976765592	0.550503666257068	-0.464062882458351	0.642602693815058	1
ENSMUSG00000000416	114.116869052535	0.244664578424581	0.407728199590881	0.59145558328897	0.554215207300598	1
ENSMUSG00000000420	131.430743170576	0.257304276414458	0.370625211098641	0.691870157947699	0.489018872790475	1
ENSMUSG00000000439	129.098562448332	0.167717247770833	0.433013477253794	0.387133203735402	0.698657597410862	1
ENSMUSG00000000441	229.3992788165	0.0905577734546231	0.389234194201292	0.234233178180339	0.814803958895234	1
ENSMUSG00000000489	17.4585926503062	-0.373864151894267	0.653984374167775	-0.718571545790279	0.472404950550878	1
ENSMUSG00000000530	39.0468349094186	-0.188589104031024	0.520175450816055	-0.363754556968149	0.716041299487347	1
ENSMUSG00000000531	22.253217470695	-0.567738167480964	0.578291084444133	-0.976019157515797	0.329054970842687	1
ENSMUSG00000000532	74.0607245488111	0.174921166074439	0.444523307673384	0.382952887552212	0.701754696325284	1
ENSMUSG00000000538	89.7220441532012	0.0245332980238607	0.434517370305292	0.0582131803995148	0.953578822086497	1
ENSMUSG00000000552	16.5973887038837	-0.145912406482925	0.619812140918583	-0.233596111127003	0.815298547104154	1
ENSMUSG00000000555	163.99389891574	-1.20326010487493	0.666103881039802	-1.06470497064795	0.287009460009649	1
ENSMUSG00000000561	85.3784951774783	-0.419369301875371	0.420057119100789	-0.980217651331126	0.326978693285152	1
ENSMUSG00000000563	152.474122541724	0.259942716320104	0.371770251586167	0.69910610713277	0.484485722189146	1
ENSMUSG00000000567	500.405597414075	0.332081796447898	0.352084253887341	0.960704384513847	0.336700826043259	1
ENSMUSG00000000568	327.315200932932	0.0591026551694054	0.325052205927057	0.179348927475531	0.857663731041167	1
ENSMUSG00000000581	29.874810288224	0.285664789507641	0.528446763372313	0.528949163755778	0.596840715595243	1
ENSMUSG00000000594	104.236014806796	0.188972089083473	0.400940429554359	0.476414504655201	0.633779103184121	1
ENSMUSG00000000600	133.8417584413	-0.396958440297105	0.379394088625163	-1.05285797873047	0.292406087600148	1
ENSMUSG00000000605	88.112965636	-0.204855321672237	0.44026047374606	-0.463471069483515	0.6430267472173	1
ENSMUSG00000000628	629.173083568137	-0.292157759200914	0.35999536518006	-0.844884947201943	0.398175079674269	1
ENSMUSG00000000631	205.670356488426	0.30502473785363	0.386111078282704	0.799347718805099	0.424088816465741	1
ENSMUSG00000000686	23.4913001911442	-0.0411482364948103	0.563218335635617	-0.0745603120988901	0.940564552543493	1
ENSMUSG00000000690	9.00621796881679	0.30659115297492	0.670120607261379	0.418890314666237	0.675296295730686	1
ENSMUSG00000000693	14.0638365462012	-0.035869911541434	0.635260068364717	-0.0194925594778362	0.984448172593405	1
ENSMUSG00000000708	77.2809676697233	-0.214438423925544	0.438328065923573	-0.491431848159948	0.623121043351691	1
ENSMUSG00000000711	64.7522485755342	0.123083809340187	0.457024284610577	0.244310353834304	0.806990465202109	1
ENSMUSG00000000724	11.3242576382153	0.0100208470490924	0.63998857688735	0.0158336562668525	0.987367097980415	1
ENSMUSG00000000732	23.5030834646995	-0.889445559517195	0.585194592750223	-1.59109474989484	0.111588253893779	1
ENSMUSG00000000738	55.1245452790513	0.0101279621732785	0.483029065288518	0.00932001461396548	0.992563811887744	1
ENSMUSG00000000739	379.026380408275	-0.167730639519116	0.389908307676682	-0.309507595161177	0.756935435515237	1
ENSMUSG00000000740	547.380212056648	0.0808037775965982	0.392140493369015	0.176049590679889	0.860254983081158	1
ENSMUSG00000000743	45.1946290359527	0.410010310307856	0.502248419286878	0.86220479344845	0.38857483238589	1
ENSMUSG00000000751	128.54278531039	0.255116116388766	0.430111496081421	0.726948139200082	0.467257725864803	1
ENSMUSG00000000753	72.0624173854192	-1.27772267716036	0.510521987193014	-2.33503806536299	0.0195414322852074	1
ENSMUSG00000000759	84.4729295618378	-0.0297000662371976	0.414271648955316	-0.0686567695599344	0.945262829855374	1
ENSMUSG00000000776	31.7740197345748	-0.748511995116971	0.526570902327019	-1.39478033269319	0.163082091421657	1
ENSMUSG00000000782	34.8266446334795	-0.612703597899078	0.510980755865675	-1.194953842714	0.232105064471028	1
ENSMUSG00000000787	2311.11843396063	0.0779823863245735	0.33360129101457	0.229175174510794	0.818732767004048	1
ENSMUSG00000000792	19.0857881106138	-1.12068798111243	0.645251203874594	-1.80955322541415	0.0703650991061241	1
ENSMUSG00000000794	13.7881861849419	-1.95397309399331	0.658777344290063	-2.76986744477134	0.0056079110130778	1
ENSMUSG00000000804	173.155113722967	-0.24758404846629	0.361628981466785	-0.68391469666969	0.494029033079483	1
ENSMUSG00000000811	28.3709937428337	0.222757375019616	0.541488566480174	0.409351206135439	0.682281942201487	1
ENSMUSG00000000823	121.373030335484	-0.0103777493057985	0.407060236863413	-0.0287080508520596	0.977097435364043	1
ENSMUSG00000000826	282.25368859852	-0.115324667124003	0.346742171462785	-0.340473074840347	0.733500296075698	1
ENSMUSG00000000827	69.6403914984495	-0.097377482810462	0.434421203866954	-0.22744962357302	0.820074137215916	1
ENSMUSG00000000838	310.895663477635	-0.0886132357869566	0.347228032707494	-0.258502004806741	0.796019501881813	1
ENSMUSG00000000861	167.386058775005	0.741339474776005	0.455446949958748	1.742896743897	0.0813516529234684	1
ENSMUSG00000000876	9.79265954966461	0.142937827089415	0.66542501606159	0.122706982180887	0.902339134673656	1
ENSMUSG00000000881	58.8793556314794	0.366707356703126	0.477464718162678	0.788920524984193	0.430158458657346	1
ENSMUSG00000000902	47.6920068881889	0.0860380493918298	0.483818518345127	0.176346011062626	0.86002211678095	1
ENSMUSG00000000915	127.621933468889	-0.0065083872426861	0.384830968252632	-0.0144749096803965	0.988451096341914	1
ENSMUSG00000000916	32.8545491157564	0.264678816471678	0.536265823060211	0.497845752176991	0.618592765428161	1
ENSMUSG00000000934	20.2056059339302	-0.379267803010641	0.619083236126668	-0.648730614922362	0.516512512343712	1
ENSMUSG00000000938	46.2234058807501	0.232348346705351	0.535897983842692	0.424948338252857	0.670874335727381	1
ENSMUSG00000000948	8.89178566192416	0.609411899951403	0.664876023729079	1.02404652749596	0.305813299142884	1
ENSMUSG00000000957	385.516397245135	-0.358018156558343	0.349578163018567	-1.0034909187515	0.31562405635741	1
ENSMUSG00000000958	8.56332913723189	-0.0387627366370667	0.668989401610676	-0.00333229046511565	0.997341221806358	1
ENSMUSG00000000959	80.6359262713049	-0.229819046086106	0.416225061675012	-0.551755289830251	0.581116023428883	1
ENSMUSG00000000976	34.3360110707422	0.347387366707442	0.516163033338003	0.66411412646046	0.506617269431314	1
ENSMUSG00000001016	98.220454671867	-0.463402236739011	0.402837553625719	-1.15115067733282	0.249670252420046	1
ENSMUSG00000001017	224.033619517993	-0.232304255228099	0.351375628824838	-0.661626213293144	0.508210803676814	1
ENSMUSG00000001018	61.142703639182	-0.362963303797406	0.458939034293469	-0.790165068045584	0.429431373626584	1
ENSMUSG00000001025	121.214186139817	-0.511737392451226	0.394765144812337	-1.30138065245956	0.193128192793119	1
ENSMUSG00000001027	25.5494056916074	-0.177322275989098	0.635761809338507	-0.379291477894228	0.704471427372173	1
ENSMUSG00000001029	17.7959226513193	0.0330468968769294	0.612042348575898	0.0315787313370334	0.974808004863926	1
ENSMUSG00000001034	25.4530307037421	-0.869906219648915	0.554814283419267	-1.55477513745536	0.119999632420681	1
ENSMUSG00000001036	62.624048881478	0.291310819486876	0.448748713432141	0.656963772770775	0.511204210724962	1
