baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	228.401397851257	0.208622819145456	0.386191411043321	0.562060014968775	0.574075129998649	0.999080526632761
ENSMUSG00000000003	653.032825326497	-1.83492544028695	0.656687637023966	-4.52368520068643	6.07720937053978e-06	0.00100448674383309
ENSMUSG00000000031	98.9166188084685	-0.331099444690616	0.635719127927815	-0.157555757462407	0.874806868450995	0.999080526632761
ENSMUSG00000000056	37.6747108382414	0.600300090226939	0.566741541925707	0.987005515839144	0.323639934562732	0.995134343973458
ENSMUSG00000000058	293.143729921853	-0.204281775961894	0.390250825431884	-0.56414156380139	0.572657793333972	0.999080526632761
ENSMUSG00000000078	3136.24057124365	-0.137760536593067	0.328933572113931	-0.432755389219196	0.665192485580803	0.999080526632761
ENSMUSG00000000085	174.618405413278	-0.460405853340787	0.420609319981309	-1.09136970788597	0.275110236005934	0.980372651001274
ENSMUSG00000000088	50.270778246129	-0.577598861734099	0.523434806416024	-1.10573787405826	0.268839991892588	0.980372651001274
ENSMUSG00000000093	61.2529416857155	-0.273722025709089	0.485291358328749	-0.521344200332361	0.602127015231463	0.999080526632761
ENSMUSG00000000120	129.966289045601	0.241838305556309	0.462744748832808	0.488818522016586	0.624970183741688	0.999080526632761
ENSMUSG00000000126	9.1875138921782	-0.963671462498884	0.655807624634574	-1.60312970511029	0.108906020984963	0.798844013032949
ENSMUSG00000000127	62.2031342100907	-0.0787951921742584	0.49777023141913	-0.12156483912581	0.903243661219451	0.999080526632761
ENSMUSG00000000131	234.170511650251	0.182260545281876	0.382696749259503	0.49072882744784	0.623618254626743	0.999080526632761
ENSMUSG00000000134	90.5286016460007	-0.0584585205528424	0.438293655056671	-0.0968604342672014	0.922837229893493	0.999080526632761
ENSMUSG00000000142	70.4582616978739	-0.0276727212557246	0.468130772085919	-0.0161730449827022	0.987096339639031	0.999352981421624
ENSMUSG00000000148	12.3679744935563	-0.398233728600913	0.649978126851452	-0.535649597859109	0.592200743709233	0.999080526632761
ENSMUSG00000000149	106.837067327899	0.279037105942081	0.433857179398273	0.647666524291532	0.517200660234796	0.999080526632761
ENSMUSG00000000159	12.2941640297135	-1.089926329216	0.656584706440213	-1.7544630088135	0.0793512029793247	0.711355420187567
ENSMUSG00000000168	47.2492263531291	-0.240239797867451	0.519100275951682	-0.455919644313263	0.648447762788145	0.999080526632761
ENSMUSG00000000171	36.3332421563869	-0.433976282808053	0.548683724918148	-0.777189069924034	0.437047229847275	0.999080526632761
ENSMUSG00000000184	704.038875069943	0.582985679127311	0.383349472539353	1.55421045867047	0.120134223586702	0.823610846124967
ENSMUSG00000000194	102.840354113774	-0.310496271481977	0.452748495351251	-0.64130512935462	0.521324457289244	0.999080526632761
ENSMUSG00000000197	19.8025265972386	0.430520309691357	0.649314873281692	1.47835987122491	0.13931148030047	0.858395015849542
ENSMUSG00000000215	57.7872068100733	0	0.351203311975999	0	1	1
ENSMUSG00000000216	87.0370682524837	1.20320102495298	0.493319821412484	2.29089875393946	0.0219692700781145	0.40124262188247
ENSMUSG00000000253	9.40159165305123	0.125333527782359	0.656773169876293	0.189259864251585	0.84988915047081	0.999080526632761
ENSMUSG00000000266	102.775611685768	0.574842275415123	0.437256037907673	1.29037999057837	0.196918755997215	0.935636624186018
ENSMUSG00000000275	81.1250882343474	0.942920182075075	0.45393323202029	2.14639979072262	0.031841096016426	0.483392436997935
ENSMUSG00000000276	17.6760619986685	-0.488870394257527	0.627359309562286	-0.552899300634575	0.580332366365764	0.999080526632761
ENSMUSG00000000278	55.5731004518187	-0.587172207682294	0.52173451358605	-1.00194280118556	0.316371219154206	0.992394403136621
ENSMUSG00000000282	97.1797484488653	0.477229006283358	0.440472412986973	1.0996118715577	0.271501267245766	0.980372651001274
ENSMUSG00000000295	9.51281338516374	0.599666084520332	0.653102588356685	0.782893621502307	0.433689583473081	0.999080526632761
ENSMUSG00000000296	18.4332946583812	-0.0475650850205045	0.619737231001738	-0.23899371535689	0.811110455975698	0.999080526632761
ENSMUSG00000000303	1781.24050982635	-0.872962451563419	0.362807759282006	-2.49196898725772	0.0127037129131632	0.301582039229367
ENSMUSG00000000320	12.9828311522465	-0.0707155284416031	0.645768575360336	-0.0266043873692427	0.978775273884933	0.999080526632761
ENSMUSG00000000325	92.8552066101777	-0.690533331805496	0.493224363579937	-1.43464909408782	0.151387117185424	0.887873227736605
ENSMUSG00000000326	98.3667452747837	0.0126361881464957	0.464338796324352	0.0227601757504837	0.981841574935904	0.999080526632761
ENSMUSG00000000339	21.5951610575517	-0.651135485473546	0.607666501964289	-1.0763255969429	0.281781664762138	0.980372651001274
ENSMUSG00000000340	53.3402532274181	-0.290728411831005	0.555623918873548	-0.646078701415524	0.518228388003164	0.999080526632761
ENSMUSG00000000346	273.099947841985	-0.140517891158516	0.373150998403211	-0.402506087998441	0.687311608808226	0.999080526632761
ENSMUSG00000000355	32.4521392652443	-0.30605630258668	0.568133565953963	-0.602496982019605	0.546843371498432	0.999080526632761
ENSMUSG00000000374	228.843818032597	0.102160231175002	0.396865207800196	0.231382809816505	0.817017418630597	0.999080526632761
ENSMUSG00000000378	30.6142416622567	-0.404480624797298	0.574262462171985	-0.595338865633458	0.551616981394393	0.999080526632761
ENSMUSG00000000384	63.8019844020358	-0.313229370569141	0.501559419289514	-0.606509436713298	0.544176517890044	0.999080526632761
ENSMUSG00000000385	14.8347444477296	-0.575655911088841	0.644176575488311	-1.08953483958621	0.275918099886673	0.980372651001274
ENSMUSG00000000392	13.0098856107785	1.13593158235985	0.660729346143387	2.2270765785236	0.0259421562422325	0.43576507526561
ENSMUSG00000000399	25.9342770366335	-0.370463947630627	0.573861490761953	-0.600005875500619	0.548502319784328	0.999080526632761
ENSMUSG00000000416	114.116869052535	0.331970796158244	0.443200858589267	0.754570698647959	0.450506610380339	0.999080526632761
ENSMUSG00000000420	131.430743170576	0.571086368474967	0.403546760419161	1.45107680063021	0.146758475732707	0.877209635225957
ENSMUSG00000000439	129.098562448332	0.255101185301685	0.466931713830292	0.523701152877792	0.600486413644994	0.999080526632761
ENSMUSG00000000441	229.3992788165	0.414006520251067	0.42287616993312	0.972275283516835	0.330913616567993	0.997284855840403
ENSMUSG00000000489	17.4585926503062	-1.32189974220322	0.641511510088536	-1.92886139003526	0.053748072145321	0.605891524277562
ENSMUSG00000000530	39.0468349094186	-0.575583872976862	0.541289223760263	-0.992596052095341	0.320906849477881	0.994888997794657
ENSMUSG00000000531	22.253217470695	-0.113776601601261	0.603153587950136	-0.172697923883511	0.862888875773761	0.999080526632761
ENSMUSG00000000532	74.0607245488111	0.513337153732997	0.483048032614818	1.02865483452209	0.303641900741705	0.98892006744744
ENSMUSG00000000538	89.7220441532012	0.348817024228804	0.470006299454146	0.736057515544116	0.461695696155678	0.999080526632761
ENSMUSG00000000552	16.5973887038837	-0.0166110681489329	0.632327260167008	-0.0314279357252347	0.974928262663965	0.999080526632761
ENSMUSG00000000555	163.99389891574	0.67830347410895	0.656038150534134	1.75485145893776	0.0792847189048414	0.711249550935358
ENSMUSG00000000561	85.3784951774783	0.299445399858958	0.456937509504138	0.695512593638536	0.486734121664838	0.999080526632761
ENSMUSG00000000563	152.474122541724	0.107320063019081	0.405375874039814	0.238202561668344	0.811723990374485	0.999080526632761
ENSMUSG00000000567	500.405597414075	-0.156817109561016	0.383409758117184	-0.444496629077625	0.656683565461255	0.999080526632761
ENSMUSG00000000568	327.315200932932	0.243763348165938	0.357747964355822	0.648187472843085	0.516863703266893	0.999080526632761
ENSMUSG00000000581	29.874810288224	0.0283738898939126	0.554869534667289	0.0931652857180358	0.925772252389916	0.999080526632761
ENSMUSG00000000594	104.236014806796	0.307647522030096	0.433194411635969	0.746371054852664	0.455443299407207	0.999080526632761
ENSMUSG00000000600	133.8417584413	-0.0523373396042813	0.413048681174508	-0.079042679603108	0.936998675823606	0.999080526632761
ENSMUSG00000000605	88.112965636	-0.0217296636901298	0.475542647217843	-0.0528924512432522	0.957817599014027	0.999080526632761
ENSMUSG00000000628	629.173083568137	-0.487893822198594	0.391121010503126	-1.29004209541893	0.197036042777701	0.935636624186018
ENSMUSG00000000631	205.670356488426	-0.0498431424984821	0.418871976902306	-0.142343152746308	0.886808962562653	0.999080526632761
