baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000000001	228.401397851257	0.157954646767156	0.385985679577177	0.423216458435047	0.672137339743315	0.960790904396884
ENSMUSG00000000003	653.032825326497	-3.36179645196093	0.65612922287225	-6.69528195001825	2.1525619433785e-11	1.54270715699921e-08
ENSMUSG00000000031	98.9166188084685	0.827637635344425	0.635204921378944	1.99156818184147	0.0464184573667423	0.384476967130736
ENSMUSG00000000056	37.6747108382414	0.398658854421673	0.573833704825776	0.680509563683345	0.496181868317681	0.928219329699391
ENSMUSG00000000058	293.143729921853	-0.79255842709195	0.391832661222178	-2.04570379874718	0.0407855217785243	0.359567872863203
ENSMUSG00000000078	3136.24057124365	-0.463419142525905	0.329054604994796	-1.39979988000778	0.161573253781245	0.689051987704105
ENSMUSG00000000085	174.618405413278	-0.0565338661613028	0.421774421551368	-0.159920957791685	0.87294333906096	0.992776205804232
ENSMUSG00000000088	50.270778246129	-0.197634438893943	0.527808203070868	-0.441979117047414	0.658504317553693	0.959021742473651
ENSMUSG00000000093	61.2529416857155	0.468369774660607	0.493053955746495	0.927913527049083	0.353452427012815	0.872335284949872
ENSMUSG00000000120	129.966289045601	-0.0626770601651983	0.467068416502795	-0.138639930908565	0.889734687694463	0.993749197393384
ENSMUSG00000000126	9.1875138921782	-0.726894597572353	0.651921018286351	-1.17692114361753	0.23922698204688	0.798560152541663
ENSMUSG00000000127	62.2031342100907	0.357917976418903	0.500519085711409	0.709224011669963	0.47818547504201	0.92388716892552
ENSMUSG00000000131	234.170511650251	0.311698343334101	0.383413475071622	0.812817413085627	0.416322750371544	0.901425805662159
ENSMUSG00000000134	90.5286016460007	0.300936427574088	0.44388243829571	0.688519197265172	0.4911258854255	0.927175270566319
ENSMUSG00000000142	70.4582616978739	0.492045820866958	0.474154010031342	1.0447238316738	0.296150627035121	0.842061201502634
ENSMUSG00000000148	12.3679744935563	0.843912715807681	0.653239228414402	1.21463832923478	0.224504063298012	0.779054430707185
ENSMUSG00000000149	106.837067327899	0.170435416586137	0.435667062550409	0.409902899144142	0.681877178589097	0.961995350810288
ENSMUSG00000000159	12.2941640297135	-1.20060486896872	0.650573214554986	-1.64833009997173	0.0992849512761597	0.553340103969983
ENSMUSG00000000168	47.2492263531291	-0.07033337569753	0.52408193109032	-0.147517672497979	0.882723431691358	0.993749197393384
ENSMUSG00000000171	36.3332421563869	0.009219995579676	0.557217266780282	-0.0257558142001765	0.979452105305852	0.998115531655094
ENSMUSG00000000184	704.038875069943	0.621226703199568	0.383744819720734	1.64449935756154	0.100073096894754	0.555069393244752
ENSMUSG00000000194	102.840354113774	0.384600739961698	0.456521270723652	0.834955588963	0.403742714055017	0.897918584812511
ENSMUSG00000000197	19.8025265972386	0.999760696933831	0.650409566802077	1.56151146250338	0.118403121447422	0.602727216728802
ENSMUSG00000000215	57.7872068100733	0.490392103070806	0.351197651401425	1.50365537312657	0.132670125495648	0.631392393657434
ENSMUSG00000000216	87.0370682524837	0.426609775305699	0.504714298317886	0.821470118955948	0.411378537711313	0.899589135701775
